provider,region,instance
azure,asia-pacific-east,sles-enterprise-basic-a5-standard
azure,asia-pacific-east,sles-enterprise-basic-a6-standard
azure,asia-pacific-east,sles-enterprise-basic-a7-standard
azure,asia-pacific-east,sles-enterprise-basic-a8-standard
azure,asia-pacific-east,sles-enterprise-basic-a9-standard
azure,asia-pacific-east,sles-enterprise-basic-a10-standard
azure,asia-pacific-east,sles-enterprise-basic-a11-standard
azure,asia-pacific-east,sles-enterprise-basic-a2v2-standard
azure,asia-pacific-east,sles-enterprise-basic-a2mv2-standard
azure,asia-pacific-east,sles-enterprise-basic-a4v2-standard
azure,asia-pacific-east,sles-enterprise-basic-a4mv2-standard
azure,asia-pacific-east,sles-enterprise-basic-a8mv2-standard
azure,asia-pacific-east,sles-enterprise-basic-a8v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d1-standard
azure,asia-pacific-east,sles-enterprise-basic-d2-standard
azure,asia-pacific-east,sles-enterprise-basic-d3-standard
azure,asia-pacific-east,sles-enterprise-basic-d4-standard
azure,asia-pacific-east,sles-enterprise-basic-d11-standard
azure,asia-pacific-east,sles-enterprise-basic-d12-standard
azure,asia-pacific-east,sles-enterprise-basic-d13-standard
azure,asia-pacific-east,sles-enterprise-basic-d14-standard
azure,asia-pacific-east,sles-enterprise-basic-f1-standard
azure,asia-pacific-east,sles-enterprise-basic-f2-standard
azure,asia-pacific-east,sles-enterprise-basic-f4-standard
azure,asia-pacific-east,sles-enterprise-basic-f8-standard
azure,asia-pacific-east,sles-enterprise-basic-f16-standard
azure,asia-pacific-east,sles-enterprise-basic-f1s-standard
azure,asia-pacific-east,sles-enterprise-basic-f2s-standard
azure,asia-pacific-east,sles-enterprise-basic-f4s-standard
azure,asia-pacific-east,sles-enterprise-basic-f8s-standard
azure,asia-pacific-east,sles-enterprise-basic-f16s-standard
azure,asia-pacific-east,sles-enterprise-basic-d1v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d11v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d2v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d3v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d12v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d4v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d13v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d14v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d5v2-standard
azure,asia-pacific-east,sles-enterprise-basic-d15v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds1-standard
azure,asia-pacific-east,sles-enterprise-basic-ds2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds3-standard
azure,asia-pacific-east,sles-enterprise-basic-ds4-standard
azure,asia-pacific-east,sles-enterprise-basic-ds1v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds2v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds3v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds4v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds5v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds11v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds12v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds13v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds14v2-standard
azure,asia-pacific-east,sles-enterprise-basic-ds15v2-standard
azure,asia-pacific-east,sles-enterprise-basic-g1-standard
azure,asia-pacific-east,sles-enterprise-basic-g2-standard
azure,asia-pacific-east,sles-enterprise-basic-g3-standard
azure,asia-pacific-east,sles-enterprise-basic-g4-standard
azure,asia-pacific-east,sles-enterprise-basic-g5-standard
azure,asia-pacific-east,sles-enterprise-basic-gs1-standard
azure,asia-pacific-east,sles-enterprise-basic-gs2-standard
azure,asia-pacific-east,sles-enterprise-basic-gs3-standard
azure,asia-pacific-east,sles-enterprise-basic-gs4-standard
azure,asia-pacific-east,sles-enterprise-basic-gs5-standard
azure,asia-pacific-east,sles-enterprise-basic-nc6-standard
azure,asia-pacific-east,sles-enterprise-basic-nc12-standard
azure,asia-pacific-east,sles-enterprise-basic-nc24-standard
azure,asia-pacific-east,sles-enterprise-basic-nc24r-standard
azure,asia-pacific-east,sles-enterprise-basic-nv6-standard
azure,asia-pacific-east,sles-enterprise-basic-nv12-standard
azure,asia-pacific-east,sles-enterprise-basic-nv24-standard
azure,us-north-central,sles-enterprise-basic-a2-standard
azure,us-north-central,sles-enterprise-basic-a3-standard
azure,us-north-central,sles-enterprise-basic-a4-standard
azure,us-north-central,sles-enterprise-basic-a5-standard
azure,us-north-central,sles-enterprise-basic-a6-standard
azure,us-north-central,sles-enterprise-basic-a7-standard
azure,us-north-central,sles-enterprise-basic-a8-standard
azure,us-north-central,sles-enterprise-basic-a9-standard
azure,us-north-central,sles-enterprise-basic-a10-standard
azure,us-north-central,sles-enterprise-basic-a11-standard
azure,us-north-central,sles-enterprise-basic-a2v2-standard
azure,us-north-central,sles-enterprise-basic-a2mv2-standard
azure,us-north-central,sles-enterprise-basic-a4v2-standard
azure,us-north-central,sles-enterprise-basic-a4mv2-standard
azure,us-north-central,sles-enterprise-basic-a8mv2-standard
azure,us-north-central,sles-enterprise-basic-a8v2-standard
azure,us-north-central,sles-enterprise-basic-d1-standard
azure,us-north-central,sles-enterprise-basic-d2-standard
azure,us-north-central,sles-enterprise-basic-d3-standard
azure,us-north-central,sles-enterprise-basic-d4-standard
azure,us-north-central,sles-enterprise-basic-d11-standard
azure,us-north-central,sles-enterprise-basic-d12-standard
azure,us-north-central,sles-enterprise-basic-d13-standard
azure,us-north-central,sles-enterprise-basic-d14-standard
azure,us-north-central,sles-enterprise-basic-f1-standard
azure,us-north-central,sles-enterprise-basic-f2-standard
azure,us-north-central,sles-enterprise-basic-f4-standard
azure,us-north-central,sles-enterprise-basic-f8-standard
azure,us-north-central,sles-enterprise-basic-f16-standard
azure,us-north-central,sles-enterprise-basic-f1s-standard
azure,us-north-central,sles-enterprise-basic-f2s-standard
azure,us-north-central,sles-enterprise-basic-f4s-standard
azure,us-north-central,sles-enterprise-basic-f8s-standard
azure,us-north-central,sles-enterprise-basic-f16s-standard
azure,us-north-central,sles-enterprise-basic-d1v2-standard
azure,us-north-central,sles-enterprise-basic-d11v2-standard
azure,us-north-central,sles-enterprise-basic-d2v2-standard
azure,us-north-central,sles-enterprise-basic-d3v2-standard
azure,us-north-central,sles-enterprise-basic-d12v2-standard
azure,us-north-central,sles-enterprise-basic-d4v2-standard
azure,us-north-central,sles-enterprise-basic-d13v2-standard
azure,us-north-central,sles-enterprise-basic-d14v2-standard
azure,us-north-central,sles-enterprise-basic-d5v2-standard
azure,us-north-central,sles-enterprise-basic-d15v2-standard
azure,us-north-central,sles-enterprise-basic-ds1-standard
azure,us-north-central,sles-enterprise-basic-ds2-standard
azure,us-north-central,sles-enterprise-basic-ds3-standard
azure,us-north-central,sles-enterprise-basic-ds4-standard
azure,us-north-central,sles-enterprise-basic-ds1v2-standard
azure,us-north-central,sles-enterprise-basic-ds2v2-standard
azure,us-north-central,sles-enterprise-basic-ds3v2-standard
azure,us-north-central,sles-enterprise-basic-ds4v2-standard
azure,us-north-central,sles-enterprise-basic-ds5v2-standard
azure,us-north-central,sles-enterprise-basic-ds11v2-standard
azure,us-north-central,sles-enterprise-basic-ds12v2-standard
azure,us-north-central,sles-enterprise-basic-ds13v2-standard
azure,us-north-central,sles-enterprise-basic-ds14v2-standard
azure,us-north-central,sles-enterprise-basic-ds15v2-standard
azure,us-north-central,sles-enterprise-basic-g1-standard
azure,us-north-central,sles-enterprise-basic-g2-standard
azure,us-north-central,sles-enterprise-basic-g3-standard
azure,us-north-central,sles-enterprise-basic-g4-standard
azure,us-north-central,sles-enterprise-basic-g5-standard
azure,us-north-central,sles-enterprise-basic-gs1-standard
azure,us-north-central,sles-enterprise-basic-gs2-standard
azure,us-north-central,sles-enterprise-basic-gs3-standard
azure,us-north-central,sles-enterprise-basic-gs4-standard
azure,us-north-central,sles-enterprise-basic-gs5-standard
azure,us-north-central,sles-enterprise-basic-nc6-standard
azure,us-north-central,sles-enterprise-basic-nc12-standard
azure,us-north-central,sles-enterprise-basic-nc24-standard
azure,us-north-central,sles-enterprise-basic-nc24r-standard
azure,us-north-central,sles-enterprise-basic-nv6-standard
azure,us-north-central,sles-enterprise-basic-nv12-standard
azure,us-north-central,sles-enterprise-basic-nv24-standard
azure,central-india,sles-enterprise-basic-a2-standard
azure,central-india,sles-enterprise-basic-a3-standard
azure,central-india,sles-enterprise-basic-a4-standard
azure,central-india,sles-enterprise-basic-a5-standard
azure,central-india,sles-enterprise-basic-a6-standard
azure,central-india,sles-enterprise-basic-a7-standard
azure,central-india,sles-enterprise-basic-a8-standard
azure,central-india,sles-enterprise-basic-a9-standard
azure,central-india,sles-enterprise-basic-a10-standard
azure,central-india,sles-enterprise-basic-a11-standard
azure,central-india,sles-enterprise-basic-a2v2-standard
azure,central-india,sles-enterprise-basic-a2mv2-standard
azure,central-india,sles-enterprise-basic-a4v2-standard
azure,central-india,sles-enterprise-basic-a4mv2-standard
azure,central-india,sles-enterprise-basic-a8mv2-standard
azure,central-india,sles-enterprise-basic-a8v2-standard
azure,central-india,sles-enterprise-basic-d1-standard
azure,central-india,sles-enterprise-basic-d2-standard
azure,central-india,sles-enterprise-basic-d3-standard
azure,central-india,sles-enterprise-basic-d4-standard
azure,central-india,sles-enterprise-basic-d11-standard
azure,central-india,sles-enterprise-basic-d12-standard
azure,central-india,sles-enterprise-basic-d13-standard
azure,central-india,sles-enterprise-basic-d14-standard
azure,central-india,sles-enterprise-basic-f1-standard
azure,central-india,sles-enterprise-basic-f2-standard
azure,central-india,sles-enterprise-basic-f4-standard
azure,central-india,sles-enterprise-basic-f8-standard
azure,central-india,sles-enterprise-basic-f16-standard
azure,central-india,sles-enterprise-basic-f1s-standard
azure,central-india,sles-enterprise-basic-f2s-standard
azure,central-india,sles-enterprise-basic-f4s-standard
azure,central-india,sles-enterprise-basic-f8s-standard
azure,central-india,sles-enterprise-basic-f16s-standard
azure,central-india,sles-enterprise-basic-d1v2-standard
azure,central-india,sles-enterprise-basic-d11v2-standard
azure,central-india,sles-enterprise-basic-d2v2-standard
azure,central-india,sles-enterprise-basic-d3v2-standard
azure,central-india,sles-enterprise-basic-d12v2-standard
azure,central-india,sles-enterprise-basic-d4v2-standard
azure,central-india,sles-enterprise-basic-d13v2-standard
azure,central-india,sles-enterprise-basic-d14v2-standard
azure,central-india,sles-enterprise-basic-d5v2-standard
azure,central-india,sles-enterprise-basic-d15v2-standard
azure,central-india,sles-enterprise-basic-ds1-standard
azure,central-india,sles-enterprise-basic-ds2-standard
azure,central-india,sles-enterprise-basic-ds3-standard
azure,central-india,sles-enterprise-basic-ds4-standard
azure,central-india,sles-enterprise-basic-ds1v2-standard
azure,central-india,sles-enterprise-basic-ds2v2-standard
azure,central-india,sles-enterprise-basic-ds3v2-standard
azure,central-india,sles-enterprise-basic-ds4v2-standard
azure,central-india,sles-enterprise-basic-ds5v2-standard
azure,central-india,sles-enterprise-basic-ds11v2-standard
azure,central-india,sles-enterprise-basic-ds12v2-standard
azure,central-india,sles-enterprise-basic-ds13v2-standard
azure,central-india,sles-enterprise-basic-ds14v2-standard
azure,central-india,sles-enterprise-basic-ds15v2-standard
azure,central-india,sles-enterprise-basic-g1-standard
azure,central-india,sles-enterprise-basic-g2-standard
azure,central-india,sles-enterprise-basic-g3-standard
azure,central-india,sles-enterprise-basic-g4-standard
azure,central-india,sles-enterprise-basic-g5-standard
azure,central-india,sles-enterprise-basic-gs1-standard
azure,central-india,sles-enterprise-basic-gs2-standard
azure,central-india,sles-enterprise-basic-gs3-standard
azure,central-india,sles-enterprise-basic-gs4-standard
azure,central-india,sles-enterprise-basic-gs5-standard
azure,central-india,sles-enterprise-basic-nc6-standard
azure,central-india,sles-enterprise-basic-nc12-standard
azure,central-india,sles-enterprise-basic-nc24-standard
azure,central-india,sles-enterprise-basic-nc24r-standard
azure,central-india,sles-enterprise-basic-nv6-standard
azure,central-india,sles-enterprise-basic-nv12-standard
azure,central-india,sles-enterprise-basic-nv24-standard
azure,brazil-south,sles-enterprise-basic-a2-standard
azure,brazil-south,sles-enterprise-basic-a3-standard
azure,brazil-south,sles-enterprise-basic-a4-standard
azure,brazil-south,sles-enterprise-basic-a5-standard
azure,brazil-south,sles-enterprise-basic-a6-standard
azure,brazil-south,sles-enterprise-basic-a7-standard
azure,brazil-south,sles-enterprise-basic-a8-standard
azure,brazil-south,sles-enterprise-basic-a9-standard
azure,brazil-south,sles-enterprise-basic-a10-standard
azure,brazil-south,sles-enterprise-basic-a11-standard
azure,brazil-south,sles-enterprise-basic-a2v2-standard
azure,brazil-south,sles-enterprise-basic-a2mv2-standard
azure,brazil-south,sles-enterprise-basic-a4v2-standard
azure,brazil-south,sles-enterprise-basic-a4mv2-standard
azure,brazil-south,sles-enterprise-basic-a8mv2-standard
azure,brazil-south,sles-enterprise-basic-a8v2-standard
azure,brazil-south,sles-enterprise-basic-d1-standard
azure,brazil-south,sles-enterprise-basic-d2-standard
azure,brazil-south,sles-enterprise-basic-d3-standard
azure,brazil-south,sles-enterprise-basic-d4-standard
azure,brazil-south,sles-enterprise-basic-d11-standard
azure,brazil-south,sles-enterprise-basic-d12-standard
azure,brazil-south,sles-enterprise-basic-d13-standard
azure,brazil-south,sles-enterprise-basic-d14-standard
azure,brazil-south,sles-enterprise-basic-f1-standard
azure,brazil-south,sles-enterprise-basic-f2-standard
azure,brazil-south,sles-enterprise-basic-f4-standard
azure,brazil-south,sles-enterprise-basic-f8-standard
azure,brazil-south,sles-enterprise-basic-f16-standard
azure,brazil-south,sles-enterprise-basic-f1s-standard
azure,brazil-south,sles-enterprise-basic-f2s-standard
azure,brazil-south,sles-enterprise-basic-f4s-standard
azure,brazil-south,sles-enterprise-basic-f8s-standard
azure,brazil-south,sles-enterprise-basic-f16s-standard
azure,brazil-south,sles-enterprise-basic-d1v2-standard
azure,brazil-south,sles-enterprise-basic-d11v2-standard
azure,brazil-south,sles-enterprise-basic-d2v2-standard
azure,brazil-south,sles-enterprise-basic-d3v2-standard
azure,brazil-south,sles-enterprise-basic-d12v2-standard
azure,brazil-south,sles-enterprise-basic-d4v2-standard
azure,brazil-south,sles-enterprise-basic-d13v2-standard
azure,brazil-south,sles-enterprise-basic-d14v2-standard
azure,brazil-south,sles-enterprise-basic-d5v2-standard
azure,brazil-south,sles-enterprise-basic-d15v2-standard
azure,brazil-south,sles-enterprise-basic-ds1-standard
azure,brazil-south,sles-enterprise-basic-ds2-standard
azure,brazil-south,sles-enterprise-basic-ds3-standard
azure,brazil-south,sles-enterprise-basic-ds4-standard
azure,brazil-south,sles-enterprise-basic-ds1v2-standard
azure,brazil-south,sles-enterprise-basic-ds2v2-standard
azure,brazil-south,sles-enterprise-basic-ds3v2-standard
azure,brazil-south,sles-enterprise-basic-ds4v2-standard
azure,brazil-south,sles-enterprise-basic-ds5v2-standard
azure,brazil-south,sles-enterprise-basic-ds11v2-standard
azure,brazil-south,sles-enterprise-basic-ds12v2-standard
azure,brazil-south,sles-enterprise-basic-ds13v2-standard
azure,brazil-south,sles-enterprise-basic-ds14v2-standard
azure,brazil-south,sles-enterprise-basic-ds15v2-standard
azure,brazil-south,sles-enterprise-basic-g1-standard
azure,brazil-south,sles-enterprise-basic-g2-standard
azure,brazil-south,sles-enterprise-basic-g3-standard
azure,brazil-south,sles-enterprise-basic-g4-standard
azure,brazil-south,sles-enterprise-basic-g5-standard
azure,brazil-south,sles-enterprise-basic-gs1-standard
azure,brazil-south,sles-enterprise-basic-gs2-standard
azure,brazil-south,sles-enterprise-basic-gs3-standard
azure,brazil-south,sles-enterprise-basic-gs4-standard
azure,brazil-south,sles-enterprise-basic-gs5-standard
azure,brazil-south,sles-enterprise-basic-nc6-standard
azure,brazil-south,sles-enterprise-basic-nc12-standard
azure,brazil-south,sles-enterprise-basic-nc24-standard
azure,brazil-south,sles-enterprise-basic-nc24r-standard
azure,brazil-south,sles-enterprise-basic-nv6-standard
azure,brazil-south,sles-enterprise-basic-nv12-standard
azure,brazil-south,sles-enterprise-basic-nv24-standard
azure,canada-east,sles-enterprise-basic-a2-standard
azure,canada-east,sles-enterprise-basic-a3-standard
azure,canada-east,sles-enterprise-basic-a4-standard
azure,canada-east,sles-enterprise-basic-a5-standard
azure,canada-east,sles-enterprise-basic-a6-standard
azure,canada-east,sles-enterprise-basic-a7-standard
azure,canada-east,sles-enterprise-basic-a8-standard
azure,canada-east,sles-enterprise-basic-a9-standard
azure,canada-east,sles-enterprise-basic-a10-standard
azure,canada-east,sles-enterprise-basic-a11-standard
azure,canada-east,sles-enterprise-basic-a2v2-standard
azure,canada-east,sles-enterprise-basic-a2mv2-standard
azure,canada-east,sles-enterprise-basic-a4v2-standard
azure,canada-east,sles-enterprise-basic-a4mv2-standard
azure,canada-east,sles-enterprise-basic-a8mv2-standard
azure,canada-east,sles-enterprise-basic-a8v2-standard
azure,canada-east,sles-enterprise-basic-d1-standard
azure,canada-east,sles-enterprise-basic-d2-standard
azure,canada-east,sles-enterprise-basic-d3-standard
azure,canada-east,sles-enterprise-basic-d4-standard
azure,canada-east,sles-enterprise-basic-d11-standard
azure,canada-east,sles-enterprise-basic-d12-standard
azure,canada-east,sles-enterprise-basic-d13-standard
azure,canada-east,sles-enterprise-basic-d14-standard
azure,canada-east,sles-enterprise-basic-f1-standard
azure,canada-east,sles-enterprise-basic-f2-standard
azure,canada-east,sles-enterprise-basic-f4-standard
azure,canada-east,sles-enterprise-basic-f8-standard
azure,canada-east,sles-enterprise-basic-f16-standard
azure,canada-east,sles-enterprise-basic-f1s-standard
azure,canada-east,sles-enterprise-basic-f2s-standard
azure,canada-east,sles-enterprise-basic-f4s-standard
azure,canada-east,sles-enterprise-basic-f8s-standard
azure,canada-east,sles-enterprise-basic-f16s-standard
azure,canada-east,sles-enterprise-basic-d1v2-standard
azure,canada-east,sles-enterprise-basic-d11v2-standard
azure,canada-east,sles-enterprise-basic-d2v2-standard
azure,canada-east,sles-enterprise-basic-d3v2-standard
azure,canada-east,sles-enterprise-basic-d12v2-standard
azure,canada-east,sles-enterprise-basic-d4v2-standard
azure,canada-east,sles-enterprise-basic-d13v2-standard
azure,canada-east,sles-enterprise-basic-d14v2-standard
azure,canada-east,sles-enterprise-basic-d5v2-standard
azure,canada-east,sles-enterprise-basic-d15v2-standard
azure,canada-east,sles-enterprise-basic-ds1-standard
azure,canada-east,sles-enterprise-basic-ds2-standard
azure,canada-east,sles-enterprise-basic-ds3-standard
azure,canada-east,sles-enterprise-basic-ds4-standard
azure,canada-east,sles-enterprise-basic-ds1v2-standard
azure,canada-east,sles-enterprise-basic-ds2v2-standard
azure,canada-east,sles-enterprise-basic-ds3v2-standard
azure,canada-east,sles-enterprise-basic-ds4v2-standard
azure,canada-east,sles-enterprise-basic-ds5v2-standard
azure,canada-east,sles-enterprise-basic-ds11v2-standard
azure,canada-east,sles-enterprise-basic-ds12v2-standard
azure,canada-east,sles-enterprise-basic-ds13v2-standard
azure,canada-east,sles-enterprise-basic-ds14v2-standard
azure,canada-east,sles-enterprise-basic-ds15v2-standard
azure,canada-east,sles-enterprise-basic-g1-standard
azure,canada-east,sles-enterprise-basic-g2-standard
azure,canada-east,sles-enterprise-basic-g3-standard
azure,canada-east,sles-enterprise-basic-g4-standard
azure,canada-east,sles-enterprise-basic-g5-standard
azure,canada-east,sles-enterprise-basic-gs1-standard
azure,canada-east,sles-enterprise-basic-gs2-standard
azure,canada-east,sles-enterprise-basic-gs3-standard
azure,canada-east,sles-enterprise-basic-gs4-standard
azure,canada-east,sles-enterprise-basic-gs5-standard
azure,canada-east,sles-enterprise-basic-nc6-standard
azure,canada-east,sles-enterprise-basic-nc12-standard
azure,canada-east,sles-enterprise-basic-nc24-standard
azure,canada-east,sles-enterprise-basic-nc24r-standard
azure,canada-east,sles-enterprise-basic-nv6-standard
azure,canada-east,sles-enterprise-basic-nv12-standard
azure,canada-east,sles-enterprise-basic-nv24-standard
azure,canada-central,sles-enterprise-basic-a2-standard
azure,canada-central,sles-enterprise-basic-a3-standard
azure,canada-central,sles-enterprise-basic-a4-standard
azure,canada-central,sles-enterprise-basic-a5-standard
azure,canada-central,sles-enterprise-basic-a6-standard
azure,canada-central,sles-enterprise-basic-a7-standard
azure,canada-central,sles-enterprise-basic-a8-standard
azure,canada-central,sles-enterprise-basic-a9-standard
azure,canada-central,sles-enterprise-basic-a10-standard
azure,canada-central,sles-enterprise-basic-a11-standard
azure,canada-central,sles-enterprise-basic-a2v2-standard
azure,canada-central,sles-enterprise-basic-a2mv2-standard
azure,canada-central,sles-enterprise-basic-a4v2-standard
azure,canada-central,sles-enterprise-basic-a4mv2-standard
azure,canada-central,sles-enterprise-basic-a8mv2-standard
azure,canada-central,sles-enterprise-basic-a8v2-standard
azure,canada-central,sles-enterprise-basic-d1-standard
azure,canada-central,sles-enterprise-basic-d2-standard
azure,canada-central,sles-enterprise-basic-d3-standard
azure,canada-central,sles-enterprise-basic-d4-standard
azure,canada-central,sles-enterprise-basic-d11-standard
azure,canada-central,sles-enterprise-basic-d12-standard
azure,canada-central,sles-enterprise-basic-d13-standard
azure,canada-central,sles-enterprise-basic-d14-standard
azure,canada-central,sles-enterprise-basic-f1-standard
azure,canada-central,sles-enterprise-basic-f2-standard
azure,canada-central,sles-enterprise-basic-f4-standard
azure,canada-central,sles-enterprise-basic-f8-standard
azure,canada-central,sles-enterprise-basic-f16-standard
azure,canada-central,sles-enterprise-basic-f1s-standard
azure,canada-central,sles-enterprise-basic-f2s-standard
azure,canada-central,sles-enterprise-basic-f4s-standard
azure,canada-central,sles-enterprise-basic-f8s-standard
azure,canada-central,sles-enterprise-basic-f16s-standard
azure,canada-central,sles-enterprise-basic-d1v2-standard
azure,canada-central,sles-enterprise-basic-d11v2-standard
azure,canada-central,sles-enterprise-basic-d2v2-standard
azure,canada-central,sles-enterprise-basic-d3v2-standard
azure,canada-central,sles-enterprise-basic-d12v2-standard
azure,canada-central,sles-enterprise-basic-d4v2-standard
azure,canada-central,sles-enterprise-basic-d13v2-standard
azure,canada-central,sles-enterprise-basic-d14v2-standard
azure,canada-central,sles-enterprise-basic-d5v2-standard
azure,canada-central,sles-enterprise-basic-d15v2-standard
azure,canada-central,sles-enterprise-basic-ds1-standard
azure,canada-central,sles-enterprise-basic-ds2-standard
azure,canada-central,sles-enterprise-basic-ds3-standard
azure,canada-central,sles-enterprise-basic-ds4-standard
azure,canada-central,sles-enterprise-basic-ds1v2-standard
azure,canada-central,sles-enterprise-basic-ds2v2-standard
azure,canada-central,sles-enterprise-basic-ds3v2-standard
azure,canada-central,sles-enterprise-basic-ds4v2-standard
azure,canada-central,sles-enterprise-basic-ds5v2-standard
azure,canada-central,sles-enterprise-basic-ds11v2-standard
azure,canada-central,sles-enterprise-basic-ds12v2-standard
azure,canada-central,sles-enterprise-basic-ds13v2-standard
azure,canada-central,sles-enterprise-basic-ds14v2-standard
azure,canada-central,sles-enterprise-basic-ds15v2-standard
azure,canada-central,sles-enterprise-basic-g1-standard
azure,canada-central,sles-enterprise-basic-g2-standard
azure,canada-central,sles-enterprise-basic-g3-standard
azure,canada-central,sles-enterprise-basic-g4-standard
azure,canada-central,sles-enterprise-basic-g5-standard
azure,canada-central,sles-enterprise-basic-gs1-standard
azure,canada-central,sles-enterprise-basic-gs2-standard
azure,canada-central,sles-enterprise-basic-gs3-standard
azure,canada-central,sles-enterprise-basic-gs4-standard
azure,canada-central,sles-enterprise-basic-gs5-standard
azure,canada-central,sles-enterprise-basic-nc6-standard
azure,canada-central,sles-enterprise-basic-nc12-standard
azure,canada-central,sles-enterprise-basic-nc24-standard
azure,canada-central,sles-enterprise-basic-nc24r-standard
azure,canada-central,sles-enterprise-basic-nv6-standard
azure,canada-central,sles-enterprise-basic-nv12-standard
azure,canada-central,sles-enterprise-basic-nv24-standard
azure,us-east-2,sles-enterprise-basic-a2-standard
azure,us-east-2,sles-enterprise-basic-a3-standard
azure,us-east-2,sles-enterprise-basic-a4-standard
azure,us-east-2,sles-enterprise-basic-a5-standard
azure,us-east-2,sles-enterprise-basic-a6-standard
azure,us-east-2,sles-enterprise-basic-a7-standard
azure,us-east-2,sles-enterprise-basic-a8-standard
azure,us-east-2,sles-enterprise-basic-a9-standard
azure,us-east-2,sles-enterprise-basic-a10-standard
azure,us-east-2,sles-enterprise-basic-a11-standard
azure,us-east-2,sles-enterprise-basic-a2v2-standard
azure,us-east-2,sles-enterprise-basic-a2mv2-standard
azure,us-east-2,sles-enterprise-basic-a4v2-standard
azure,us-east-2,sles-enterprise-basic-a4mv2-standard
azure,us-east-2,sles-enterprise-basic-a8mv2-standard
azure,us-east-2,sles-enterprise-basic-a8v2-standard
azure,us-east-2,sles-enterprise-basic-d1-standard
azure,us-east-2,sles-enterprise-basic-d2-standard
azure,us-east-2,sles-enterprise-basic-d3-standard
azure,us-east-2,sles-enterprise-basic-d4-standard
azure,us-east-2,sles-enterprise-basic-d11-standard
azure,us-east-2,sles-enterprise-basic-d12-standard
azure,us-east-2,sles-enterprise-basic-d13-standard
azure,us-east-2,sles-enterprise-basic-d14-standard
azure,us-east-2,sles-enterprise-basic-f1-standard
azure,us-east-2,sles-enterprise-basic-f2-standard
azure,us-east-2,sles-enterprise-basic-f4-standard
azure,us-east-2,sles-enterprise-basic-f8-standard
azure,us-east-2,sles-enterprise-basic-f16-standard
azure,us-east-2,sles-enterprise-basic-f1s-standard
azure,us-east-2,sles-enterprise-basic-f2s-standard
azure,us-east-2,sles-enterprise-basic-f4s-standard
azure,us-east-2,sles-enterprise-basic-f8s-standard
azure,us-east-2,sles-enterprise-basic-f16s-standard
azure,us-east-2,sles-enterprise-basic-d1v2-standard
azure,us-east-2,sles-enterprise-basic-d11v2-standard
azure,us-east-2,sles-enterprise-basic-d2v2-standard
azure,us-east-2,sles-enterprise-basic-d3v2-standard
azure,us-east-2,sles-enterprise-basic-d12v2-standard
azure,us-east-2,sles-enterprise-basic-d4v2-standard
azure,us-east-2,sles-enterprise-basic-d13v2-standard
azure,us-east-2,sles-enterprise-basic-d14v2-standard
azure,us-east-2,sles-enterprise-basic-d5v2-standard
azure,us-east-2,sles-enterprise-basic-d15v2-standard
azure,us-east-2,sles-enterprise-basic-ds1-standard
azure,us-east-2,sles-enterprise-basic-ds2-standard
azure,us-east-2,sles-enterprise-basic-ds3-standard
azure,us-east-2,sles-enterprise-basic-ds4-standard
azure,us-east-2,sles-enterprise-basic-ds1v2-standard
azure,us-east-2,sles-enterprise-basic-ds2v2-standard
azure,us-east-2,sles-enterprise-basic-ds3v2-standard
azure,us-east-2,sles-enterprise-basic-ds4v2-standard
azure,us-east-2,sles-enterprise-basic-ds5v2-standard
azure,us-east-2,sles-enterprise-basic-ds11v2-standard
azure,us-east-2,sles-enterprise-basic-ds12v2-standard
azure,us-east-2,sles-enterprise-basic-ds13v2-standard
azure,us-east-2,sles-enterprise-basic-ds14v2-standard
azure,us-east-2,sles-enterprise-basic-ds15v2-standard
azure,us-east-2,sles-enterprise-basic-g1-standard
azure,us-east-2,sles-enterprise-basic-g2-standard
azure,us-east-2,sles-enterprise-basic-g3-standard
azure,us-east-2,sles-enterprise-basic-g4-standard
azure,us-east-2,sles-enterprise-basic-g5-standard
azure,us-east-2,sles-enterprise-basic-gs1-standard
azure,us-east-2,sles-enterprise-basic-gs2-standard
azure,us-east-2,sles-enterprise-basic-gs3-standard
azure,us-east-2,sles-enterprise-basic-gs4-standard
azure,us-east-2,sles-enterprise-basic-gs5-standard
azure,us-east-2,sles-enterprise-basic-nc6-standard
azure,us-east-2,sles-enterprise-basic-nc12-standard
azure,us-east-2,sles-enterprise-basic-nc24-standard
